Index,gain_kr,gain_ks,gain_to,gain_na,gain_ca,APD90,APD60,APD40,APA,TRI60,TRI40,EAD,90PERCENT,90to90,Alternan,Pro-Arrhythmic
323,1.290688251177112,1,1,1,1.5303934826173144,244.46675305470126,213.84855393727776,175.83855254366063,123.90289162712867,-1.1781099752626385,-1.0381736744624528,,-78.2702413557295,245.74156947259326,False,False
324,1.1346060395405677,1,1,1,0.7612918948838464,249.1501883318997,218.52709280495765,180.9134410226252,124.18542588929607,-1.199555778938521,-1.0661485131921464,,-78.0825409172733,250.35017720551696,False,False
325,0.7401133337523248,1,1,1,0.8675931283582976,312.6336399122374,274.7892209403217,218.22444044909207,124.10575280585083,-1.010794563096843,-0.7133687237166172,,-78.1476438498105,313.85067305649864,False,False
326,2.2906544831633506,1,1,1,2.214724096773237,188.60019828297663,164.28225108701736,143.36170476628467,123.87362729545191,-1.4344513476507312,-1.389812470439979,,-78.34260383027453,189.98536066018278,False,False
327,0.47118105056116505,1,1,1,0.5425930582451242,357.46116751019144,316.23265685827937,241.79832137393532,124.52712178467954,-1.0297583847708627,-0.8363597137232891,,-78.09138476231638,358.64859357115347,False,False
328,0.5831106788680666,1,1,1,0.47899687686652087,323.4178686516243,284.26763729937375,221.3369831252494,124.62522757998642,-1.0425101613758718,-0.934387893296213,,-78.05001923459903,324.6218799454509,False,False
329,0.7979977502162622,1,1,1,0.6832724740283299,293.4984930314822,259.9313749386929,207.32469823793508,124.28237004611933,-1.1487469127132957,-0.9160757662469525,,-78.09535754001777,294.7158078882494,False,False
330,2.3504800829458907,1,1,1,2.527704860730876,189.26586062269052,165.08625224407297,145.7448821410071,123.73278635852688,-1.478294853664856,-1.4324577428508427,,-78.2483702642186,190.7820679176948,False,False
331,0.6033097017430176,1,1,1,0.5554810227147668,324.517017188482,288.0059498324408,223.4892147439532,124.48135017225906,-1.0531677358062816,-0.8125133668910274,,-78.07577483916198,325.731188603444,False,False
332,0.8723320212808929,1,1,1,0.7864635845934373,286.17469991580583,251.42298749031033,202.02017636911478,124.15674521970809,-1.1570585149951695,-0.9350730496708288,,-78.11644901585389,287.38520060502924,False,False
333,1.7508429587194727,1,1,1,2.3405190953953894,217.8433865957195,188.7418634428759,160.49163597874576,123.67112021025615,-1.2383790139608537,-1.0657148371627425,,-78.24830485565587,219.2441713232547,False,False
334,1.095072012354308,1,1,1,1.3291635972612783,265.37771956739016,230.92113896412775,187.72684774477966,123.91514302326331,-1.1721050099458545,-0.9796509054289692,,-78.23041306311534,266.64527611853555,False,False
335,2.344768054178574,1,1,1,2.147378192917085,185.0856523984694,161.51689275819808,142.14320576493628,123.91800794025848,-1.3402909710693554,-1.3333025440003556,,-78.35939590418025,186.4430892635719,False,False
336,0.6528126824751815,1,1,1,0.7302250798723157,324.7257338789059,285.24128763971385,223.25583311205264,124.24583122516245,-0.8865046414687743,-0.7258417712197918,,-78.12013515160143,325.9214007545379,False,False
337,0.6606870218334884,1,1,1,0.7127062006628384,321.3915585189243,283.8730237185955,222.35901482449844,124.2629720605708,-1.0915582494680673,-0.9780379432316614,,-78.11219508903015,322.59099520766176,False,False
338,1.1527851836118024,1,1,1,1.241477515984353,257.2876118677668,224.64796890923753,186.30484094668645,123.9170386047382,-1.080946955408752,-0.9131524477002606,,-78.20705445496797,258.55311239423463,False,False
