Index,gain_kr,gain_ks,gain_to,gain_na,gain_ca,APD90,APD60,APD40,APA,TRI60,TRI40,90PERCENT,90to90,PeakDist,EAD,Alternan,Pro-Arrhythmic
911,8.149826759696738,8.149826759696738,8.149826759696738,8.149826759696738,8.149826759696738,,,,,,,,,,False,True,True
