Index,gain_kr,gain_ks,gain_to,gain_na,gain_ca,APD90,APD60,APD40,APA,TRI60,TRI40,90PERCENT,90to90,PeakDist,EAD,Alternan,Pro-Arrhythmic
1387,1.1269617969432197,1.1269617969432197,1.1269617969432197,1.1269617969432197,1.1269617969432197,258.22145328618353,226.02889238100033,185.30095729709137,126.11285871248063,-1.2067580536178546,-1.0438147400039632,-77.96787994025448,259.3995836036047,25.402444266423117,False,False,False
1388,0.4033326086449317,0.4033326086449317,0.4033326086449317,0.4033326086449317,0.4033326086449317,363.6983109883731,330.0843724877923,271.5839142042096,108.64721997482415,-1.0537962079014953,-0.9512235902906325,-79.65996229674789,378.6872323399293,0.0,False,False,False
1389,0.8868686358784067,0.8868686358784067,0.8868686358784067,0.8868686358784067,0.8868686358784067,288.8022518521757,256.31039393739775,208.85587473987835,121.83911321755896,-1.1137494470077758,-0.7492826334544466,-78.36294871791286,290.0659698486561,22.011052526941057,False,False,False
1390,3.0687180476628155,3.0687180476628155,3.0687180476628155,3.0687180476628155,3.0687180476628155,166.46216859243577,143.60410251893336,126.08364390296629,139.97271067950211,-1.8525257097283887,-1.803214979997045,-76.5597394760402,167.30847229994833,27.73286502546398,False,False,False
1391,1.0086313403248026,1.0086313403248026,1.0086313403248026,1.0086313403248026,1.0086313403248026,272.7859607116552,240.07670481898822,194.73756157426396,124.14574141323934,-1.2058182021477966,-1.015308499643455,-78.1447322721033,274.0257472670637,24.429208371730056,False,False,False
1392,1.1890751018488812,1.1890751018488812,1.1890751018488812,1.1890751018488812,1.1890751018488812,251.05223756411579,218.1649502539658,178.6007222981425,127.0477304018616,-1.1634093667512504,-0.9280484259748305,-77.88010994713017,252.21168529236456,25.564162260154262,False,False,False
1393,0.622599747576219,0.622599747576219,0.622599747576219,0.622599747576219,0.622599747576219,330.28889929840807,295.61564310628455,243.87174888141453,115.36742794584602,-1.071363117439084,-0.8869467261641317,-78.99150805064235,331.76641338836635,0.0,False,False,False
1394,1.5878625661570283,1.5878625661570283,1.5878625661570283,1.5878625661570283,1.5878625661570283,214.94609366130317,184.1706650002743,150.9098919375101,131.77914435394004,-1.1756567034181546,-1.0254727640067225,-77.48735847381903,216.01852616021642,28.03326045832364,False,False,False
1395,0.6764764713979029,0.6764764713979029,0.6764764713979029,0.6764764713979029,0.6764764713979029,321.0060576866963,286.2724469967652,235.3225561749423,116.87644655558105,-1.0889757618149407,-0.8842317473470098,-78.83671115177765,322.4489502184442,14.259769469324965,False,False,False
1396,2.7121885037366584,2.7121885037366584,2.7121885037366584,2.7121885037366584,2.7121885037366584,172.81287849450018,148.5305818412453,127.97909073182382,138.70438678645178,-1.6425817379952488,-1.5596709778814692,-76.74817839707862,173.696135450562,28.197390658780932,False,False,False
1397,0.785944811011316,0.785944811011316,0.785944811011316,0.785944811011316,0.785944811011316,303.3886234582751,268.8326533775544,218.8363743138616,119.63612359536866,-1.0770189377121782,-0.9024262537937868,-78.56749053963014,304.72550960315857,19.5225011157454,False,False,False
1398,0.30427767294789576,0.30427767294789576,0.30427767294789576,0.30427767294789576,0.30427767294789576,386.98363198753214,351.86065803078236,286.1325887591229,107.02567460082874,-0.9713295242220192,-0.6253710833883014,-79.82304756379854,404.68632144655567,0.0,False,False,False
1399,1.570630938948816,1.570630938948816,1.570630938948816,1.570630938948816,1.570630938948816,216.58141684654402,185.20437181618763,151.56760107673472,131.61137829817682,-1.1854461917334937,-1.0565969262519876,-77.49239631768273,217.65053758298745,27.86674352316186,False,False,False
1400,0.29291868854967346,0.29291868854967346,0.29291868854967346,0.29291868854967346,0.29291868854967346,389.91759639879456,353.69301744992845,288.1405071046902,106.77700883606036,-0.9402777991913864,-0.733209452090464,-79.84567838170204,407.74738693534164,0.0,False,False,False
